wishlist_to_view_ratio,active_engagement_ratio,category_commitment_score,exploration_score,engagement_depth_score,brand_loyalty_score,wishlist_to_cart_ratio,click_engagement_rate,value_per_click,category_breadth_score,rating_concentration,repurchase
1.5,0.25,1.2103000000000002,0.5,1.2666666666666666,1.0,2.25,0.8333333333333334,95666.66666666667,4.666666666666667,0.2548,1
0.8333333333333334,0.26666666666666666,0.5838,1.3333333333333333,0.9333333333333333,0.4,1.6666666666666667,0.6666666666666666,122333.33333333333,2.8,0.17096999999999998,0
0.14285714285714285,0.4594594594594595,14.3153,0.35714285714285715,4.866666666666666,2.1666666666666665,0.35714285714285715,0.9714285714285714,1227.2727272727273,2.3333333333333335,0.72557,1
0.3333333333333333,0.3333333333333333,0.7089,1.0,1.1333333333333333,0.6,0.75,0.6666666666666666,0.0,2.8,0.1668,0
0.25,0.47368421052631576,1.0584,0.3333333333333333,1.2,1.6666666666666667,0.3333333333333333,1.125,9400.0,4.666666666666667,0.27636,1
0.8571428571428571,0.23529411764705882,0.784,8.0,1.0666666666666667,0.0,6.0,0.5714285714285714,2915200.0,1.5555555555555556,0.2058,0
0.15625,0.4032258064516129,10.1687,0.8888888888888888,4.066666666666666,0.8888888888888888,0.5555555555555556,0.78125,81111.11111111111,1.5555555555555556,0.81683,1
0.6666666666666666,0.2857142857142857,1.176,1.0,1.3333333333333333,0.6,1.5,0.6666666666666666,119750.0,2.8,0.21168,0
0.3684210526315789,0.46938775510204084,6.0,0.5,3.2,1.5,0.7,1.2105263157894737,16400.0,2.3333333333333335,0.3125,0
0.1,0.42105263157894735,0.8388,0.6,1.2,1.0,0.2,0.8,135200.0,3.5,0.1864,0
0.375,0.3888888888888889,0.8330000000000001,1.6666666666666667,1.1333333333333333,0.3333333333333333,1.0,0.875,34833.333333333336,2.3333333333333335,0.2303,0
0.5,0.45454545454545453,0.294,0.25,0.6666666666666666,1.5,0.5,1.25,36666.666666666664,7.0,0.11171999999999999,0
0.0,0.3333333333333333,0.3509,1.0,0.7333333333333333,0.3333333333333333,0.0,0.5,733000.0,4.666666666666667,0.1276,0
0.058823529411764705,0.4375,2.5885000000000002,0.16666666666666666,2.066666666666667,2.5,0.16666666666666666,0.8235294117647058,83300.0,7.0,0.334,0
0.24444444444444444,0.3,16.2029,0.5714285714285714,5.266666666666667,1.2,1.5714285714285714,0.5333333333333333,117947.36842105263,2.8,0.77938,0
0.12121212121212122,0.38333333333333336,9.7114,0.8888888888888888,3.933333333333333,0.8888888888888888,0.4444444444444444,0.696969696969697,345062.5,1.5555555555555556,0.79008,1
0.375,0.15384615384615385,0.45599999999999996,2.0,0.8,0.0,3.0,0.25,530000.0,4.666666666666667,0.16720000000000002,0
0.14285714285714285,0.5,2.5885000000000002,0.7142857142857143,2.066666666666667,1.0,0.2857142857142857,1.1428571428571428,4181.818181818182,2.3333333333333335,0.334,0
0.6666666666666666,0.2857142857142857,0.1062,1.0,0.4,0.3333333333333333,1.0,0.6666666666666666,1225500.0,4.666666666666667,0.07788,0
0.2,0.45454545454545453,0.27799999999999997,0.25,0.6666666666666666,1.5,0.25,1.0,550333.3333333334,7.0,0.0417,0
0.6666666666666666,0.375,0.6449999999999999,1.4,1.0,0.5,0.8,1.0,15643333.333333334,1.75,0.20639999999999997,0
1.3333333333333333,0.2631578947368421,1.0476,1.6666666666666667,1.2,0.3333333333333333,2.6666666666666665,0.8333333333333334,522250.0,2.3333333333333335,0.23862,1
0.0,0.5,0.15960000000000002,0.25,0.4666666666666667,1.5,0.0,1.0,851000.0,7.0,0.0912,0
0.2631578947368421,0.45454545454545453,5.0095,0.5,2.8666666666666667,1.4,0.625,1.0526315789473684,80071.42857142857,2.8,0.5359,0
0.5454545454545454,0.34615384615384615,1.8975,1.0,1.6666666666666667,0.6,1.5,0.8181818181818182,423142.85714285716,2.8,0.25046999999999997,1
0.6666666666666666,0.3333333333333333,0.5670000000000001,1.25,0.9333333333333333,0.5,1.0,0.8333333333333334,134666.66666666666,2.3333333333333335,0.18225,0
5.0,0.25,0.15960000000000002,1.3333333333333333,0.4666666666666667,0.4,1.6666666666666667,2.0,1635000.0,2.8,0.10488,0
0.25,0.3939393939393939,2.432,0.8333333333333334,2.1333333333333333,0.8333333333333334,0.6666666666666666,0.8125,27222.222222222223,2.3333333333333335,0.3724,0
0.875,0.3181818181818182,1.3545,1.6,1.4,0.4444444444444444,1.4,0.875,1298000.0,1.5555555555555556,0.258,1
0.47368421052631576,0.3488372093023256,4.3554,0.2857142857142857,2.8,2.0,1.2857142857142858,0.7894736842105263,1744900.0,4.666666666666667,0.46665,0
0.375,0.42105263157894735,0.8298000000000001,1.0,1.2,0.6,0.75,1.0,12500.0,2.8,0.1844,0
0.7,0.37037037037037035,1.6172,0.8333333333333334,1.7333333333333334,0.8333333333333334,1.1666666666666667,1.0,155333.33333333334,2.3333333333333335,0.24258,0
1.0,0.2,0.0644,2.0,0.26666666666666666,0.2,1.0,0.5,627000.0,2.8,0.048299999999999996,0
2.0,0.25,0.0207,2.5,0.2,0.16666666666666666,1.0,1.0,0.0,2.3333333333333335,0.02553,0
0.05263157894736842,0.5555555555555556,4.4616,0.4166666666666667,2.933333333333333,1.8333333333333333,0.08333333333333333,1.3157894736842106,0.0,2.3333333333333335,0.45630000000000004,0
0.42857142857142855,0.48717948717948717,3.591,0.2222222222222222,2.533333333333333,2.6666666666666665,0.6666666666666666,1.3571428571428572,26250.0,4.666666666666667,0.378,0
0.5294117647058824,0.2876712328767123,12.441600000000001,1.6666666666666667,4.8,0.45454545454545453,3.0,0.6176470588235294,164470.58823529413,1.2727272727272727,0.70848,0
0.48,0.3018867924528302,7.186399999999999,0.5,3.466666666666667,1.25,2.0,0.64,548000.0,3.5,0.5528,1
0.3333333333333333,0.2,0.1863,2.0,0.6,0.0,2.0,0.3333333333333333,0.0,4.666666666666667,0.09521999999999999,0
0.5833333333333334,0.32142857142857145,1.7415,2.0,1.8,0.3333333333333333,1.75,0.75,29571.428571428572,1.5555555555555556,0.19995000000000002,0
0.6,0.3333333333333333,0.3553,1.0,0.7333333333333333,0.5,1.0,0.8,190666.66666666666,3.5,0.14858,0
0.42105263157894735,0.2894736842105263,12.2285,0.6666666666666666,12.333333333333334,0.6666666666666666,2.6666666666666665,0.5789473684210527,34900.0,0.6666666666666666,1.322,0
0.4864864864864865,0.2948717948717949,51.5515,0.8,25.666666666666668,1.0,1.8,0.6216216216216216,12800.0,0.2222222222222222,2.678,0
0.5714285714285714,0.42105263157894735,5.3872,0.8333333333333334,4.111111111111111,0.8333333333333334,1.3333333333333333,1.1428571428571428,4833.333333333333,1.3333333333333333,0.5824,0
1.8,0.2222222222222222,1.4977,1.5,1.8888888888888888,0.25,4.5,0.8,194000.0,2.0,0.3524,1
0.34285714285714286,0.29850746268656714,19.47,0.5555555555555556,7.333333333333333,1.3333333333333333,1.3333333333333333,0.5714285714285714,3813846.153846154,1.3333333333333333,1.18,1
1.6,0.2777777777777778,1.4977,0.5,1.8888888888888888,1.0,2.0,1.0,418666.6666666667,2.6666666666666665,0.36121,1
0.2413793103448276,0.3076923076923077,11.5311,1.5714285714285714,5.666666666666667,0.5,1.0,0.5517241379310345,818090.9090909091,0.6666666666666666,0.9044,1
0.5555555555555556,0.391304347826087,1.8546,0.8333333333333334,2.4444444444444446,0.8333333333333334,0.8333333333333334,1.0,0.0,1.3333333333333333,0.37092,0
0.75,0.46153846153846156,0.6900000000000001,0.2,1.3333333333333333,2.0,0.6,1.5,266000.0,4.0,0.24150000000000002,0
1.0,0.5,0.045899999999999996,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,2.0,936000.0,2.6666666666666665,0.07191,0
0.6538461538461539,0.4027777777777778,25.212100000000003,0.38461538461538464,8.875,2.0,1.3076923076923077,1.1153846153846154,461444.44444444444,1.1666666666666667,1.4204,1
0.0,0.3333333333333333,0.2992,1.0,1.0,0.0,0.0,0.5,0.0,3.5,0.1496,0
0.06666666666666667,0.4074074074074074,3.4008,0.16666666666666666,3.25,2.5,0.16666666666666666,0.7333333333333333,45428.57142857143,3.5,0.5232,0
0.2,0.3333333333333333,0.2992,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6,0.0,2.3333333333333335,0.17204,0
0.5652173913043478,0.25,11.421,2.2,5.875,0.3333333333333333,2.6,0.5217391304347826,772222.2222222222,0.5833333333333334,0.972,1
0.38461538461538464,0.21739130434782608,2.4662,2.5,2.75,0.16666666666666666,2.5,0.38461538461538464,228800.0,1.1666666666666667,0.4484,0
0.7142857142857143,0.3333333333333333,1.4297,0.3333333333333333,2.125,1.0,1.6666666666666667,0.8571428571428571,94200.0,3.5,0.26911999999999997,0
0.3333333333333333,0.5,0.618,0.4,1.25,1.3333333333333333,0.4,1.3333333333333333,12200.0,3.6666666666666665,0.1648,0
0.22727272727272727,0.35714285714285715,17.662399999999998,1.0833333333333333,6.916666666666667,0.7857142857142857,0.8333333333333334,0.6818181818181818,1800.0,0.7857142857142857,0.89376,1
0.5,0.3142857142857143,3.1109999999999998,0.8,2.8333333333333335,0.8,1.6,0.6875,24875.0,2.2,0.366,1
0.3157894736842105,0.375,3.7479,0.8,3.25,0.8,1.2,0.7894736842105263,243083.33333333334,2.2,0.3844,0
0.5357142857142857,0.31746031746031744,10.217600000000001,0.5714285714285714,5.166666666666667,1.2,2.142857142857143,0.7142857142857143,22400.0,2.2,0.6592,1
1.2857142857142858,0.15789473684210525,0.9882,4.0,1.5,0.0,9.0,0.42857142857142855,8501000.0,2.2,0.27449999999999997,1
0.4418604651162791,0.37373737373737376,24.441200000000002,1.3333333333333333,8.166666666666666,0.6153846153846154,2.111111111111111,0.8604651162790697,9400.0,0.8461538461538461,0.9976,1
0.125,0.4,0.5124,0.25,1.1666666666666667,1.5,0.25,0.75,75000.0,5.5,0.1464,0
4.0,0.375,0.1442,1.25,0.5833333333333334,0.5,1.0,3.0,12751000.0,1.8333333333333333,0.0824,0
1.6666666666666667,0.1111111111111111,0.1464,0.5,0.6666666666666666,0.5,2.5,0.3333333333333333,0.0,5.5,0.0732,0
1.0,0.5,0.0411,0.3333333333333333,0.25,1.0,0.3333333333333333,2.0,21835000.0,5.5,0.06713000000000001,0
2.5,0.125,0.7525,2.5,1.75,0.16666666666666666,2.5,0.5,430000.0,0.5,0.43,0
0.52,0.2692307692307692,29.6106,1.8,12.75,0.4,2.6,0.56,432545.45454545453,0.3,2.3224,0
0.3076923076923077,0.32,7.4832,1.25,6.0,0.5,1.0,0.6153846153846154,1326666.6666666667,0.5,1.02894,1
0.125,0.3076923076923077,2.1492,0.3333333333333333,3.0,1.0,0.3333333333333333,0.5,0.0,1.5,0.8238599999999999,0
0.625,0.38095238095238093,7.7620000000000005,0.6,5.0,1.0,1.0,1.0,1193000.0,0.75,1.5524,1
0.06666666666666667,0.42857142857142855,11.6856,1.4,6.75,0.5,0.2,0.8,1327000.0,0.375,1.7312,0
0.8888888888888888,0.22727272727272727,1.0815,3.5,1.5,0.125,4.0,0.5555555555555556,0.0,1.625,0.20084999999999997,0
0.47368421052631576,0.3,16.6532,0.6666666666666666,5.642857142857143,1.0,3.0,0.631578947368421,196800.0,2.6,0.8432,1
0.4117647058823529,0.4666666666666667,4.9588,0.3,3.142857142857143,2.25,0.7,1.2352941176470589,131384.61538461538,3.25,0.47334,0
0.9333333333333333,0.3695652173913043,5.8454999999999995,0.875,3.2142857142857144,0.875,1.75,1.1333333333333333,85090.90909090909,1.625,0.42866999999999994,1
0.4,0.4166666666666667,1.3524,1.25,1.6428571428571428,0.5,1.0,1.0,188000.0,2.1666666666666665,0.16463999999999998,0
1.0,0.0,0.0222,4.0,0.21428571428571427,0.0,2.0,0.0,0.0,2.6,0.0296,0
0.25,0.2857142857142857,0.5095999999999999,1.3333333333333333,0.9285714285714286,0.4,0.6666666666666666,0.5,409000.0,2.6,0.18816,0
1.3333333333333333,0.2222222222222222,0.1768,1.0,0.5714285714285714,0.3333333333333333,2.0,0.6666666666666666,27322500.0,4.333333333333333,0.07514,0
0.5,0.42857142857142855,1.128,0.16666666666666666,1.4285714285714286,2.5,0.6666666666666666,1.125,2065400.0,6.5,0.23123999999999997,0
0.2857142857142857,0.36619718309859156,13.209,1.2857142857142858,5.0,0.6,1.4285714285714286,0.7428571428571429,2619.0476190476193,1.3,0.6981900000000001,1
0.8,0.35714285714285715,0.4784,0.5,0.9285714285714286,1.0,1.0,1.0,253666.66666666666,4.333333333333333,0.12511999999999998,0
0.3,0.38095238095238093,0.98,1.5,1.4285714285714286,0.42857142857142855,0.75,0.8,0.0,1.8571428571428572,0.196,0
0.5,0.25,0.552,0.5,1.0714285714285714,0.5,2.0,0.5,0.0,6.5,0.18032,0
0.25,0.23076923076923078,0.28800000000000003,3.0,0.8,0.0,2.0,0.375,0.0,3.5,0.1032,0
0.3333333333333333,0.5,0.14,1.25,0.4666666666666667,0.5,0.25,1.3333333333333333,65000.0,2.3333333333333335,0.08,0
0.75,0.2631578947368421,0.756,2.0,1.2,0.3333333333333333,1.5,0.625,30666.666666666668,1.5555555555555556,0.1428,0
0.08333333333333333,0.43478260869565216,1.188,1.0,1.4666666666666666,0.6,0.25,0.8333333333333334,263750.0,2.8,0.243,1
0.1111111111111111,0.375,0.51,2.0,1.0,0.3333333333333333,0.25,0.6666666666666666,457250.0,1.5555555555555556,0.1496,0
0.5,0.14285714285714285,0.39,3.0,0.8666666666666667,0.0,4.0,0.25,463000.0,3.5,0.13799999999999998,0
0.09090909090909091,0.25,0.48,2.5,1.0,0.16666666666666666,0.5,0.36363636363636365,12816000.0,2.3333333333333335,0.15680000000000002,0
0.2647058823529412,0.31746031746031744,9.052,0.8,4.133333333333334,1.0,0.9,0.5882352941176471,72250.0,1.5555555555555556,0.6132,1
0.1875,0.40625,2.356,1.0,2.066666666666667,0.5,1.0,0.8125,204916.66666666666,3.5,0.2128,1
0.4634146341463415,0.3617021276595745,18.228,0.4166666666666667,6.2,1.8333333333333333,1.5833333333333333,0.8292682926829268,44000.0,2.3333333333333335,0.6076,1
1.3333333333333333,0.2222222222222222,0.16,2.0,0.5333333333333333,0.2,2.0,0.6666666666666666,2048500.0,2.8,0.068,0
1.2,0.23255813953488372,4.1160000000000005,2.2,2.8,0.3333333333333333,3.6,0.6666666666666666,152142.85714285713,1.1666666666666667,0.392,1
0.45454545454545453,0.2558139534883721,15.98,2.0,5.666666666666667,0.38461538461538464,3.3333333333333335,0.5,638888.8888888889,1.0769230769230769,0.8836,1
1.5,0.21052631578947367,0.72,3.0,1.2,0.14285714285714285,4.5,0.6666666666666666,4344250.0,2.0,0.18,0
0.6,0.3333333333333333,0.2838,1.25,0.6875,0.5,0.75,0.8,42500.0,2.5,0.09288,0
0.0,0.4166666666666667,0.2838,1.0,0.6875,0.5,0.0,0.7142857142857143,355250.0,3.75,0.09288,0
0.6923076923076923,0.42105263157894735,2.5271,0.14285714285714285,2.3125,3.0,1.2857142857142858,1.2307692307692308,0.0,7.5,0.28686,0
0.4523809523809524,0.2375,11.8026,2.3333333333333335,4.9375,0.3333333333333333,3.1666666666666665,0.4523809523809524,134866.66666666666,1.0,0.71712,0
0.5,0.4631578947368421,18.3864,0.47368421052631576,5.875,1.8,0.8947368421052632,1.2941176470588236,41333.333333333336,1.5,0.6846,1
1.0,0.1111111111111111,0.1624,4.0,0.5,0.0,4.0,0.25,5459000.0,3.0,0.09743999999999998,0
0.6,0.3333333333333333,0.264,1.0,0.6875,0.5,1.0,0.8,85666.66666666667,3.75,0.11280000000000001,0
0.23529411764705882,0.4473684210526316,11.07,1.0,4.6875,0.8461538461538461,0.6666666666666666,1.0,35666.666666666664,1.1538461538461537,0.5166000000000001,1
0.5,0.3,1.7109999999999999,0.25,1.8125,1.5,1.75,0.6428571428571429,61000.0,7.5,0.22419999999999998,0
0.1111111111111111,0.4117647058823529,0.5312,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.7777777777777778,184500.0,5.0,0.14608000000000002,0
1.3333333333333333,0.17647058823529413,0.5024,1.0,1.0,0.3333333333333333,4.0,0.5,337666.6666666667,5.0,0.13816,0
1.0,0.28,1.0632,0.5,1.5,1.0,2.25,0.7777777777777778,0.0,5.0,0.18606,0
0.3333333333333333,0.45454545454545453,0.8525999999999999,1.0,1.3125,0.6666666666666666,0.6,1.1111111111111112,261142.85714285713,2.5,0.1624,0
0.16666666666666666,0.46153846153846156,1.3375,1.1666666666666667,1.5625,0.625,0.3333333333333333,1.0,333375.0,1.875,0.25145,0
0.3684210526315789,0.35,3.1668,0.6666666666666666,2.4375,1.0,1.1666666666666667,0.7368421052631579,174200.0,3.0,0.36539999999999995,1
0.4186046511627907,0.4077669902912621,35.7204,0.3333333333333333,17.0,2.4285714285714284,1.0,0.9767441860465116,43923.07692307692,0.7142857142857143,1.0506,0
0.5714285714285714,0.3125,0.8085,1.25,2.5,0.5,1.0,0.7142857142857143,514000.0,0.8333333333333334,0.25872,0
0.46153846153846156,0.3870967741935484,3.738,1.0,5.0,0.7142857142857143,1.0,0.9230769230769231,1000125.0,0.7142857142857143,0.48594,1
0.4074074074074074,0.2692307692307692,9.4452,2.2,8.5,0.3333333333333333,2.2,0.5185185185185185,16363.636363636364,0.4166666666666667,0.7408,0
0.25,0.358974358974359,22.0374,1.125,12.833333333333334,0.7,1.25,0.7,59636.36363636364,0.5,1.1448,1
0.7142857142857143,0.42857142857142855,1.9040000000000001,0.5,2.857142857142857,1.25,0.8333333333333334,1.2857142857142858,238200.0,1.5,0.3808,1
0.2727272727272727,0.391304347826087,2.2572,1.0,3.142857142857143,0.6,0.75,0.8181818181818182,519000.0,1.2,0.4104,1
0.53125,0.234375,16.846200000000003,1.2,9.0,0.5714285714285714,3.4,0.46875,16500.0,0.8571428571428571,0.9091600000000001,1
0.2,0.5294117647058824,38.1073,0.6086956521739131,14.428571428571429,1.4666666666666666,0.34782608695652173,1.35,141454.54545454544,0.4,1.5092,0
4.0,0.375,0.231,0.25,1.0,1.5,1.0,3.0,921000.0,3.0,0.15510000000000002,0
0.5,0.2727272727272727,3.984,1.0,4.571428571428571,0.6,2.0,0.5625,34285.71428571428,1.2,0.39840000000000003,0
1.3333333333333333,0.3,0.6920999999999999,1.6666666666666667,1.2857142857142858,0.3333333333333333,1.3333333333333333,1.0,0.0,1.0,0.29222,0
0.2857142857142857,0.3076923076923077,12.992199999999999,4.333333333333333,5.428571428571429,0.14285714285714285,2.0,0.5714285714285714,32272.727272727272,0.42857142857142855,1.3676,0
0.25,0.32432432432432434,13.5396,1.5,5.142857142857143,0.5,0.8333333333333334,0.6,730125.0,0.6,1.65484,1
0.3333333333333333,0.3333333333333333,0.21350000000000002,2.5,0.7142857142857143,0.16666666666666666,0.5,0.6666666666666666,0.0,1.0,0.1708,0
0.2,0.14285714285714285,0.4614,5.0,0.8571428571428571,0.0,1.0,0.2,79500.0,1.0,0.23839,0
1.6666666666666667,0.1111111111111111,0.684,5.0,1.1428571428571428,0.0,5.0,0.3333333333333333,438000.0,1.0,0.41040000000000004,0
0.2,0.28,2.9208,1.6666666666666667,4.0,0.3333333333333333,1.0,0.4666666666666667,153666.66666666666,0.8333333333333334,0.30425,0
0.2391304347826087,0.4818181818181818,54.031299999999995,0.375,18.166666666666668,2.142857142857143,0.6875,1.1521739130434783,16358.97435897436,0.7142857142857143,2.13151,1
1.3333333333333333,0.36363636363636365,0.43499999999999994,1.0,1.6666666666666667,0.6,1.0,1.3333333333333333,0.0,1.0,0.174,0
0.8421052631578947,0.20454545454545456,10.2813,3.3333333333333335,7.166666666666667,0.18181818181818182,5.333333333333333,0.47368421052631576,180625.0,0.45454545454545453,1.1237700000000002,1
1.3333333333333333,0.2222222222222222,1.7000000000000002,2.3333333333333335,2.8333333333333335,0.25,2.6666666666666665,0.6666666666666666,1920000.0,0.625,0.43,1
0.0,0.3333333333333333,0.7784,0.5,1.6,0.5,0.0,0.5,487666.6666666667,2.0,0.34055,0
0.3793103448275862,0.23076923076923078,27.529799999999998,3.3333333333333335,10.2,0.18181818181818182,3.6666666666666665,0.41379310344827586,13818.181818181818,0.36363636363636365,2.1592,1
0.6428571428571429,0.30303030303030304,10.1952,2.0,6.4,0.3333333333333333,2.25,0.7142857142857143,126625.0,0.4444444444444444,1.52928,0
0.0,0.6666666666666666,0.0884,0.6666666666666666,0.4,0.6666666666666666,0.0,2.0,702000.0,1.3333333333333333,0.18564000000000003,0
0.125,0.47058823529411764,1.0544,1.75,1.2307692307692308,0.375,0.25,1.0,225666.66666666666,1.5,0.21747,0
1.25,0.1,0.3141,3.0,0.6923076923076923,0.0,5.0,0.25,0.0,3.0,0.17101000000000002,0
0.5714285714285714,0.42105263157894735,1.4652,0.4,1.3846153846153846,1.3333333333333333,0.8,1.1428571428571428,345800.0,4.0,0.3256,0
0.3333333333333333,0.38461538461538464,0.6048,0.25,0.9230769230769231,1.5,0.5,0.8333333333333334,107666.66666666667,6.0,0.2016,0
0.7272727272727273,0.3448275862068966,3.7996,0.3333333333333333,2.1538461538461537,1.6666666666666667,1.3333333333333333,0.9090909090909091,40333.333333333336,4.0,0.56994,1
4.0,0.16666666666666666,0.097,0.5,0.38461538461538464,0.5,2.0,1.0,0.0,6.0,0.0776,0
0.42857142857142855,0.3333333333333333,0.9226,0.75,1.0769230769230769,0.75,0.75,0.7142857142857143,78333.33333333333,3.0,0.2636,0
0.09090909090909091,0.4,1.9152,2.0,1.4615384615384615,0.3333333333333333,0.25,0.7272727272727273,42833.333333333336,1.3333333333333333,0.4032,1
0.35,0.4,9.0376,3.0,3.3846153846153846,0.23076923076923078,1.75,0.9,14625.0,0.9230769230769231,0.45188000000000006,1
0.8181818181818182,0.25925925925925924,2.9224,1.0,2.0,0.5,3.0,0.6363636363636364,7359166.666666667,3.0,0.4496,0
0.0,0.0,0.0078,2.0,0.07692307692307693,0.0,0.0,0.0,92000.0,4.0,0.0351,0
0.07142857142857142,0.5161290322580645,3.606,0.14285714285714285,2.3076923076923075,3.0,0.14285714285714285,1.1428571428571428,82909.09090909091,6.0,0.40868,0
0.3333333333333333,0.2727272727272727,0.833,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.6666666666666666,0.5,0.0,0.8333333333333334,0.3332,0
0.16666666666666666,0.3,0.6749999999999999,2.0,1.5,0.2,0.5,0.5,0.0,1.0,0.33749999999999997,0
0.0,0.4,0.7497,2.5,1.5,0.16666666666666666,0.0,0.6666666666666666,324000.0,0.8333333333333334,0.15827,0
0.375,0.2542372881355932,29.0,2.0,9.666666666666666,0.3333333333333333,3.0,0.46875,63538.46153846154,0.5555555555555556,2.2,0
0.5,0.4,7.4906999999999995,0.6,4.833333333333333,1.0,1.2,1.0,80777.77777777778,1.25,0.6457499999999999,0
0.2903225806451613,0.4117647058823529,32.16,1.5714285714285714,11.166666666666666,0.5,1.2857142857142858,0.9032258064516129,117434.78260869565,0.4166666666666667,2.064,1
0.1111111111111111,0.2857142857142857,1.1271,3.0,2.1666666666666665,0.0,1.0,0.4444444444444444,0.0,1.25,0.3468,0
0.21052631578947367,0.41025641025641024,10.134599999999999,0.25,6.333333333333333,2.3333333333333335,0.5,0.8421052631578947,18700.0,1.6666666666666667,1.25349,0
1.0,0.23076923076923078,1.2000000000000002,1.0,2.0,0.3333333333333333,2.5,0.6,22000.0,1.6666666666666667,0.36000000000000004,0
0.8,0.18181818181818182,0.6669999999999999,1.0,1.6666666666666667,0.0,4.0,0.4,0.0,2.5,0.2668,0
0.5,0.3181818181818182,19.090500000000002,1.8571428571428572,7.222222222222222,0.42857142857142855,2.142857142857143,0.7,149687.5,0.5714285714285714,0.61677,1
0.21428571428571427,0.32,2.4768,1.0,2.6666666666666665,0.6,0.75,0.5714285714285714,52666.666666666664,1.6,0.4128,0
0.9375,0.27906976744186046,8.5008,1.3333333333333333,4.666666666666667,0.5555555555555556,2.5,0.75,48000.0,0.8888888888888888,0.8500800000000001,1
0.25,0.16666666666666666,0.11900000000000001,4.0,0.5555555555555556,0.0,1.0,0.25,2028500.0,1.6,0.07616,0
0.4117647058823529,0.4,6.0371999999999995,0.42857142857142855,4.333333333333333,1.5,1.0,0.9411764705882353,0.0,2.0,0.65016,0
